Pilot ID,Name,Contact Information,Airline/Organization,Job Title,Training Enrollment Date,Training Status,Verification Status,Verification Date,Simulator Type,Training Program,Session Start Date,Session End Date,Session Frequency,Session Records,Training Cost,Subsidy Amount,Final Cost to Pilot,Enrollment Method,Coordinator,Comments/Notes,Compliance Status,Audits,Last Update Date,Report Generation Date,Data Extraction Date,Statistical Metrics
52687068,Charles Mccoy,ywilliams@yahoo.com,Smith-Lewis,Pensions consultant,2023-12-21,Enrolled,Rejected,2024-03-16,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-07-14,2024-02-07,Weekly,9,4646,3902,3781,In-person,Adam Chavez,Provide us soon summer.,Non-Compliant,Officer board yet attention base dog east bill.,2024-07-01,2024-01-16,2024-04-04,Avg Usage: 8 sessions/month
109f33a3,Kathleen Schultz,crystalgray@williams.com,Carpenter and Sons,Food technologist,2020-12-08,Enrolled,Rejected,2022-01-21,CAE Simfinity XR Series,Recurrency Training,2024-01-08,2024-01-04,Bi-weekly,6,7800,1417,3727,Online,Pamela Benjamin,Success find actually receive.,Compliant,Land push indeed modern put this there country.,2024-04-27,2024-02-25,2024-04-11,Avg Usage: 5 sessions/month
ddca167d,Susan Ochoa,chavezjanice@jenkins.org,Cameron Group,"Designer, jewellery",2023-10-07,Enrolled,Verified,2021-08-05,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-01-08,2024-04-27,Weekly,9,6486,4748,1604,Online,Susan Henry,Result raise local nothing modern front.,Compliant,Eat financial movement exactly raise.,2024-03-02,2024-03-25,2024-03-19,Avg Usage: 9 sessions/month
09e011ae,Jacqueline Bullock,wanda35@downs.info,Gonzales-Morris,"Producer, radio",2021-10-07,Completed,Pending,2023-09-06,CAE Simfinity XR Series,Initial Pilot Training,2024-04-14,2024-06-18,Bi-weekly,1,4606,4496,3939,In-person,Robin Sparks,Behind bed how.,Non-Compliant,Eye TV upon relationship.,2024-06-19,2024-02-26,2024-05-18,Avg Usage: 4 sessions/month
3ff5b375,Wesley Ford,solismelissa@gmail.com,Hines and Sons,Lobbyist,2022-11-05,Completed,Verified,2024-02-23,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-01-07,2024-04-17,Bi-weekly,4,3493,3423,3673,Online,Lauren Turner,Sing yard authority yes identify cost other spring.,Compliant,Effort throw once year personal.,2024-05-30,2024-06-23,2024-04-01,Avg Usage: 3 sessions/month
693e6809,Ian Clarke,qle@hotmail.com,Cantu-Benson,Chief Marketing Officer,2022-01-15,Completed,Pending,2023-03-25,CAE 7000XR Full-Flight,Recurrency Training,2024-03-14,2024-05-15,Monthly,8,6807,2714,3123,Online,Jacob Tucker,House position major hour.,Compliant,As situation product front find third woman sometimes.,2024-06-18,2024-07-24,2024-02-05,Avg Usage: 8 sessions/month
9ed72830,Katherine Hernandez,betty09@hotmail.com,Dunn-Reyes,Research scientist (maths),2023-01-20,Enrolled,Rejected,2022-04-26,CAE Simfinity XR Series,Initial Pilot Training,2024-04-13,2024-03-07,Bi-weekly,1,6531,2295,1957,Online,Scott Rogers,Door effect local family.,Non-Compliant,Thank result plant close.,2024-04-30,2024-05-12,2024-01-04,Avg Usage: 9 sessions/month
792f5575,Stephen Cabrera,smithsheryl@hotmail.com,Trujillo-Gonzalez,"Nurse, mental health",2021-10-31,In Progress,Pending,2021-06-10,CAE 7000XR Full-Flight,Recurrency Training,2024-01-17,2024-06-17,Monthly,6,4670,4757,4227,Online,Danielle Ballard,Particularly to before thousand against might.,Non-Compliant,Low though study another nor.,2024-01-04,2024-03-21,2024-02-07,Avg Usage: 9 sessions/month
8c7bfbb0,Tina Barrera,christopherjenkins@jackson.com,Mullins-Brock,Surgeon,2023-12-02,In Progress,Verified,2023-06-21,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-04-13,2024-05-27,Weekly,4,9764,1238,4500,In-person,James George,Specific fine attack account law.,Compliant,Lot ability never near woman single effort.,2024-07-31,2024-03-09,2024-04-19,Avg Usage: 9 sessions/month
32f808cd,Christopher Johnston,sylvia70@gmail.com,"Booth, Wyatt and Meyers","Editor, film/video",2024-03-14,Enrolled,Rejected,2022-02-26,CAE Prodigy Image Generator,Initial Pilot Training,2024-04-08,2024-02-06,Monthly,9,8987,3212,2116,In-person,Brandon Gonzales,Upon financial provide field play push.,Non-Compliant,Free gas agent travel.,2024-07-29,2024-07-17,2024-06-06,Avg Usage: 6 sessions/month
3d3e0db8,Michael Stanley,collinsrobert@hotmail.com,Smith Inc,Ship broker,2021-07-14,Enrolled,Pending,2022-04-02,CAE 7000XR Full-Flight,Initial Pilot Training,2024-04-23,2024-02-19,Monthly,4,9865,4904,1451,In-person,Wayne Moore,Property benefit whom seven already a.,Compliant,Can finally represent maybe control bring position.,2024-05-04,2024-07-28,2024-03-10,Avg Usage: 7 sessions/month
3a76803e,Joseph Wallace,tylergarcia@hotmail.com,Cortez Inc,Retail banker,2024-06-02,In Progress,Verified,2021-03-25,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-04-17,2024-03-26,Monthly,1,7475,1477,4755,In-person,Mary Welch,Price court stock sister government rule.,Non-Compliant,Will system medical piece glass including try.,2024-04-28,2024-06-27,2024-04-14,Avg Usage: 6 sessions/month
6eb62b4a,Holly Warner,browngabrielle@martinez.com,Bradley-Huffman,"Investment banker, operational",2021-01-09,Enrolled,Pending,2023-05-27,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-07-16,2024-05-05,Monthly,3,3005,3722,4526,Online,Chloe Howell,Particular save buy record vote feel edge.,Non-Compliant,Nor big myself now.,2024-06-17,2024-05-11,2024-06-28,Avg Usage: 2 sessions/month
42ecfc67,Debra Ware,bartlettmariah@garrett-nelson.com,Martinez-Murray,Clinical embryologist,2020-05-17,In Progress,Pending,2020-09-05,CAE 7000XR Full-Flight,Initial Pilot Training,2024-01-14,2024-07-22,Bi-weekly,9,7269,2701,3990,Online,Melissa Perez,Measure window front woman approach effect technology during.,Non-Compliant,Heart imagine job anyone.,2024-05-21,2024-07-09,2024-02-22,Avg Usage: 7 sessions/month
bf03a790,Danielle Williams,melissasharp@schmidt.info,Liu Group,"Administrator, local government",2023-05-24,Completed,Pending,2022-05-15,CAE Prodigy Image Generator,Recurrency Training,2024-04-08,2024-07-17,Bi-weekly,7,8165,3596,1417,Online,Jeff Burns,Assume lawyer send boy season minute.,Non-Compliant,Speak media none from.,2024-07-04,2024-04-07,2024-04-30,Avg Usage: 6 sessions/month
57bc77e2,Richard Ware,valeriescott@mccormick.com,Douglas-Norris,Insurance claims handler,2022-07-26,In Progress,Verified,2020-08-13,CAE Simfinity XR Series,Initial Pilot Training,2024-02-21,2024-03-23,Weekly,7,4901,3604,3819,In-person,Richard Lucero,True purpose suggest despite their child dark.,Compliant,Summer two institution training.,2024-06-21,2024-01-16,2024-02-24,Avg Usage: 3 sessions/month
6c43dd53,Alex Austin,thomasvillarreal@yahoo.com,White LLC,Contractor,2020-07-10,In Progress,Rejected,2022-08-06,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-04-21,2024-01-30,Bi-weekly,7,4860,979,3410,In-person,Suzanne Sharp,Much blood hospital join computer amount.,Compliant,Bit against range wide relate explain reason.,2024-02-06,2024-03-10,2024-06-15,Avg Usage: 9 sessions/month
058bb31b,Haley Johnson,georgemarilyn@parker.org,Carter-Arroyo,Cartographer,2022-06-29,Completed,Verified,2022-01-08,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-01-21,2024-01-07,Weekly,1,7386,4802,2540,In-person,Jennifer Hernandez,By upon force receive measure exist threat.,Compliant,Century usually how word administration thing less kid.,2024-07-16,2024-07-11,2024-05-25,Avg Usage: 1 sessions/month
b34339fb,Steven Miller,donaldgilbert@collins.com,Drake-Stevenson,Research scientist (maths),2020-01-01,In Progress,Verified,2020-01-14,CAE Prodigy Image Generator,Initial Pilot Training,2024-03-07,2024-07-12,Weekly,1,7797,3889,4000,In-person,Robert Chung,Once sure laugh nor indeed organization now.,Compliant,Little within economic standard fly.,2024-03-04,2024-07-15,2024-07-07,Avg Usage: 7 sessions/month
ac7fb8d8,Jonathan Williams,barbarajones@hotmail.com,Perez-King,"Horticulturist, commercial",2023-07-27,Completed,Pending,2021-12-09,CAE Simfinity XR Series,Recurrency Training,2024-05-23,2024-05-27,Bi-weekly,4,4880,1839,4271,Online,Catherine Lozano,Voice anyone account involve.,Compliant,Environmental write low road team.,2024-06-26,2024-07-14,2024-06-17,Avg Usage: 2 sessions/month
6c34c2b6,Lindsay Willis,jonathanbarnett@gilmore-thomas.com,"Jones, Stewart and Rollins",Warden/ranger,2020-11-28,Completed,Rejected,2020-09-03,CAE Simfinity XR Series,Recurrency Training,2024-07-16,2024-03-20,Bi-weekly,4,6544,4464,2695,In-person,Patricia Brown,Manage interesting affect.,Compliant,Each speech issue matter.,2024-06-26,2024-07-06,2024-02-23,Avg Usage: 3 sessions/month
d4ebed6b,Stacey Miller,hramirez@marks.com,Sanchez-Huffman,Financial planner,2021-09-11,Completed,Rejected,2020-10-24,CAE 7000XR Full-Flight,Initial Pilot Training,2024-01-15,2024-02-25,Weekly,3,2252,4238,2003,Online,Ashley Patel,Official statement weight teacher she.,Non-Compliant,Evidence data upon hospital two property by.,2024-01-07,2024-03-27,2024-06-23,Avg Usage: 4 sessions/month
c48bda87,Ann Petersen MD,marcus37@yahoo.com,"Frazier, Sullivan and Sanchez",Environmental health practitioner,2020-05-29,In Progress,Verified,2021-06-02,CAE Simfinity XR Series,Recurrency Training,2024-04-27,2024-05-03,Bi-weekly,3,5670,2099,4969,Online,Mr. Kevin Porter,History kitchen rest once.,Compliant,Either around either.,2024-02-11,2024-07-05,2024-07-16,Avg Usage: 3 sessions/month
be46c475,Diana Smith,kenneth85@reyes-howell.info,Kirk-Jones,Civil Service fast streamer,2021-03-26,Enrolled,Verified,2023-03-24,CAE Simfinity XR Series,Initial Pilot Training,2024-04-30,2024-06-02,Bi-weekly,7,8343,2371,1464,Online,Daniel Parsons,Prove across page under manager thank business.,Compliant,Force conference stand free recently point.,2024-05-07,2024-07-30,2024-07-05,Avg Usage: 5 sessions/month
7d72fccf,Peggy Nicholson,irogers@williams.info,Gamble and Sons,Best boy,2023-07-20,In Progress,Pending,2023-03-25,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-05-25,2024-06-21,Monthly,7,4765,576,834,Online,Mary Rosario,Answer bit human international strong.,Non-Compliant,Final entire crime better position actually finish.,2024-07-13,2024-07-22,2024-03-23,Avg Usage: 1 sessions/month
04b415e3,Tiffany Williamson,mwolfe@hotmail.com,Warren-Campbell,Licensed conveyancer,2020-06-15,Completed,Verified,2024-01-08,CAE Simfinity XR Series,Recurrency Training,2024-07-25,2024-08-06,Bi-weekly,6,5185,3965,2808,Online,Joshua Hunter,Indicate west course type budget.,Non-Compliant,Maintain measure couple writer care now.,2024-06-07,2024-02-22,2024-03-26,Avg Usage: 1 sessions/month
80bf7fc1,Erica Miles,wagnermichael@vargas.com,"Brown, Patterson and Wagner",Dispensing optician,2020-07-06,In Progress,Pending,2022-08-13,CAE Prodigy Image Generator,Recurrency Training,2024-03-31,2024-06-11,Monthly,4,6204,3628,4928,In-person,Audrey Sutton,Similar evening believe.,Non-Compliant,Indeed likely wife somebody foreign form.,2024-03-28,2024-04-26,2024-01-19,Avg Usage: 9 sessions/month
4aa2a2d3,Lauren Nicholson,jason04@johnson.com,Baker-Hall,Patent attorney,2021-04-23,Enrolled,Pending,2023-11-16,CAE Prodigy Image Generator,Initial Pilot Training,2024-06-28,2024-02-29,Bi-weekly,7,4506,4141,2303,In-person,Dr. Stephanie Ortiz,Will consider wide six.,Non-Compliant,Whose too four really.,2024-07-16,2024-06-20,2024-04-19,Avg Usage: 2 sessions/month
2c5027d4,Erin Bell,uhernandez@marks.com,Russell-Horton,Education administrator,2021-02-09,In Progress,Rejected,2021-06-10,CAE Prodigy Image Generator,Recurrency Training,2024-07-02,2024-05-31,Monthly,9,6152,2005,627,In-person,Sharon Contreras,Interesting opportunity determine around nearly.,Compliant,Candidate any it world they.,2024-03-27,2024-05-11,2024-02-20,Avg Usage: 2 sessions/month
e4781b8f,Noah Mann,rsmith@clark.net,Fischer-Baxter,Aeronautical engineer,2022-11-23,In Progress,Rejected,2022-01-05,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-23,2024-05-07,Weekly,6,7874,1811,2350,In-person,Preston Duncan,Build question fight.,Non-Compliant,Pay clear less only individual fast adult fish.,2024-07-24,2024-06-28,2024-06-23,Avg Usage: 10 sessions/month
bb922063,Ashley Cook,yvonnecarter@williams.org,Alexander Inc,Communications engineer,2024-01-12,In Progress,Verified,2023-07-18,CAE 7000XR Full-Flight,Recurrency Training,2024-02-24,2024-06-01,Weekly,6,5205,3723,3239,Online,Samantha Bailey,Player perform your surface view I expect stuff.,Compliant,It movement source cover enter throw.,2024-05-07,2024-02-26,2024-07-30,Avg Usage: 4 sessions/month
17e4a239,Tim Avila,gyoung@hotmail.com,Jones and Sons,Phytotherapist,2021-06-13,Completed,Verified,2024-06-30,CAE Simfinity XR Series,Initial Pilot Training,2024-02-21,2024-01-19,Monthly,4,3132,4425,2220,In-person,Mario Gray,Strong however inside section direction image.,Non-Compliant,Goal there ever traditional mouth public.,2024-07-10,2024-04-24,2024-01-06,Avg Usage: 3 sessions/month
fd21bcc7,Ashley Cooper,mcarr@gmail.com,"Murphy, Webster and Barnes",Recycling officer,2022-12-26,Completed,Pending,2024-05-31,CAE Prodigy Image Generator,Initial Pilot Training,2024-02-22,2024-01-22,Monthly,6,5984,4048,4446,Online,Sarah Skinner,Will record room chance interesting.,Compliant,Window hear production particular.,2024-05-24,2024-02-04,2024-07-12,Avg Usage: 7 sessions/month
718a0132,Jose Barton,crubio@yahoo.com,Oneill-Martinez,Personal assistant,2021-02-20,Completed,Verified,2024-04-08,CAE Prodigy Image Generator,Recurrency Training,2024-03-11,2024-07-18,Monthly,6,9842,2339,1970,In-person,Eric Burke,Present south just in set since project trouble.,Non-Compliant,Plan at TV service civil worry especially.,2024-01-17,2024-03-18,2024-03-29,Avg Usage: 1 sessions/month
e7b92538,Gregory Aguirre,snydermaria@thomas-andrade.com,"Hernandez, Fuller and Garcia",Health and safety adviser,2021-04-08,Enrolled,Pending,2024-06-13,CAE 7000XR Full-Flight,Initial Pilot Training,2024-08-03,2024-03-04,Bi-weekly,1,8973,1926,4017,Online,Jason Jones,Six build into start development.,Non-Compliant,Enough final bag low lawyer.,2024-04-30,2024-06-13,2024-07-27,Avg Usage: 7 sessions/month
c35d0c4b,Michael Adams,charles54@yahoo.com,"Torres, Lee and Odonnell","Restaurant manager, fast food",2020-06-02,Completed,Verified,2023-09-14,CAE Simfinity XR Series,Recurrency Training,2024-04-18,2024-05-14,Bi-weekly,6,4425,4131,3394,In-person,Melissa Leach,Long under affect speak can who new.,Compliant,Record really source next husband.,2024-01-18,2024-02-09,2024-02-06,Avg Usage: 4 sessions/month
1a6807a1,Pamela Clark,john14@gates.org,Hopkins-Lambert,Bonds trader,2020-11-04,In Progress,Pending,2021-12-16,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-03-23,2024-05-26,Weekly,3,6922,4704,759,In-person,Mrs. Jessica Jones DDS,Those along least onto various anyone movie these.,Compliant,Find stand both large central product.,2024-04-12,2024-05-12,2024-04-22,Avg Usage: 5 sessions/month
b2ad42b7,Jennifer Scott,briangarza@thomas.com,Diaz-Smith,Sports therapist,2022-12-28,In Progress,Verified,2020-07-21,CAE Prodigy Image Generator,Initial Pilot Training,2024-05-11,2024-06-01,Weekly,5,9044,3980,4119,In-person,Mary Owens,Major economic someone able.,Non-Compliant,Set yeah establish board.,2024-03-12,2024-01-30,2024-03-29,Avg Usage: 10 sessions/month
4186f585,Carrie Evans,millerandrew@rogers-daugherty.org,Kidd-Ramos,Actuary,2020-04-09,In Progress,Pending,2023-11-22,CAE Simfinity XR Series,Advanced Maneuvers Training,2024-07-31,2024-05-15,Monthly,1,2692,1161,2809,In-person,Brandon Harrell,Lead send anyone catch else way free.,Non-Compliant,Another feel memory sister including.,2024-01-22,2024-06-09,2024-07-28,Avg Usage: 1 sessions/month
3a103e73,Debra Humphrey,samuelbishop@mccormick.biz,"Green, Hayes and Holt",Solicitor,2024-05-06,In Progress,Verified,2023-09-14,CAE 7000XR Full-Flight,Advanced Maneuvers Training,2024-05-30,2024-01-13,Weekly,1,5998,3205,1190,In-person,Christine Stevenson,Member buy out quite.,Non-Compliant,Reveal coach girl red.,2024-01-12,2024-05-25,2024-04-17,Avg Usage: 1 sessions/month
6cecbb39,Matthew Perez,christy87@hotmail.com,Taylor Ltd,"Civil engineer, contracting",2022-08-21,Completed,Rejected,2021-04-14,CAE Prodigy Image Generator,Recurrency Training,2024-03-18,2024-03-05,Monthly,5,8585,528,1098,Online,Janice Rodriguez,Health final billion affect however.,Compliant,Service do hear over minute.,2024-07-27,2024-03-15,2024-05-09,Avg Usage: 4 sessions/month
5a746966,David Harrell,diane39@clay-carter.com,Martinez-Warren,Insurance risk surveyor,2020-04-17,Enrolled,Pending,2020-07-18,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-03-17,2024-01-07,Weekly,8,4496,3628,1012,In-person,Eric Serrano,Attorney decade expert leader.,Compliant,A music lead bed appear.,2024-04-02,2024-07-14,2024-07-05,Avg Usage: 4 sessions/month
96ed8192,Donald Tran,kyle79@gmail.com,"Bryant, Gonzales and Lowery","Therapist, speech and language",2020-09-17,Enrolled,Pending,2021-04-18,CAE 7000XR Full-Flight,Recurrency Training,2024-02-22,2024-05-02,Monthly,9,7829,2452,4980,Online,Sandra Parker,Argue public artist.,Compliant,Result hospital Mrs fast really for.,2024-06-28,2024-02-28,2024-02-26,Avg Usage: 9 sessions/month
79c73406,Susan Baker,collinsmargaret@gmail.com,"Phillips, Mcgee and Stark","Editor, magazine features",2022-07-08,Completed,Rejected,2024-01-13,CAE 7000XR Full-Flight,Initial Pilot Training,2024-03-17,2024-08-04,Monthly,9,7884,4655,4656,Online,Dr. Tiffany Hansen,Month some either hold anything event save without.,Compliant,Our write court doctor likely agreement care including.,2024-03-03,2024-04-11,2024-07-05,Avg Usage: 2 sessions/month
0fd59c37,Tammy Dougherty,nfreeman@perez-lynch.biz,"Rogers, Gibbs and Wilson",Ceramics designer,2020-05-16,Enrolled,Verified,2021-08-10,CAE 7000XR Full-Flight,Initial Pilot Training,2024-06-19,2024-03-09,Bi-weekly,4,3572,4336,4131,Online,Brittney Harvey,Possible various west scientist.,Non-Compliant,Against human big design word class.,2024-05-20,2024-08-04,2024-05-22,Avg Usage: 4 sessions/month
e9d98c73,Roy Anderson DDS,morganhayley@flores-norris.info,Moore PLC,Operational researcher,2020-06-14,Enrolled,Rejected,2020-07-04,CAE 7000XR Full-Flight,Initial Pilot Training,2024-04-23,2024-06-03,Monthly,3,4054,1090,507,Online,Patrick Sampson,Likely before statement strong.,Non-Compliant,Article either issue daughter huge friend.,2024-07-31,2024-03-08,2024-05-20,Avg Usage: 10 sessions/month
d1e5c757,Stephen Davis,rebecca52@carter.com,Edwards LLC,Telecommunications researcher,2023-06-27,Completed,Rejected,2021-08-17,CAE Simfinity XR Series,Recurrency Training,2024-04-12,2024-05-06,Bi-weekly,4,4156,2522,2069,Online,Ronald Fox,Individual month amount service method notice police.,Non-Compliant,Hospital age color rise get partner face.,2024-04-01,2024-06-21,2024-07-27,Avg Usage: 10 sessions/month
ae28fd2a,Douglas Dorsey,olsonbrandon@gmail.com,Bennett Group,Amenity horticulturist,2020-01-12,In Progress,Verified,2020-04-12,CAE Prodigy Image Generator,Advanced Maneuvers Training,2024-05-27,2024-06-19,Monthly,2,2570,4249,4021,Online,Katrina Holt,Floor gas Congress husband citizen beyond care six.,Compliant,Present director sign.,2024-03-03,2024-06-27,2024-06-04,Avg Usage: 8 sessions/month
12e3d8b1,Timothy Adams,juliehampton@cross.com,Sloan PLC,Corporate investment banker,2021-02-18,Enrolled,Rejected,2022-02-27,CAE Prodigy Image Generator,Recurrency Training,2024-06-21,2024-07-17,Weekly,1,2961,3715,3548,In-person,Evan Bradshaw,Must then store country.,Non-Compliant,Natural source security various.,2024-06-05,2024-02-05,2024-06-27,Avg Usage: 1 sessions/month
